 time            V_out           V_in            V_c2           
 7.26280000e-07  1.54372476e+00  4.25875574e-01  5.83965669e+00 
 7.27280000e-07  1.54591236e+00  4.26425902e-01  5.84184468e+00 
 7.28280000e-07  1.54809915e+00  4.26976045e-01  5.84403183e+00 
 7.29280000e-07  1.55028511e+00  4.27526002e-01  5.84621817e+00 
 7.30280000e-07  1.55247024e+00  4.28075773e-01  5.84840367e+00 
 7.31280000e-07  1.55465454e+00  4.28625358e-01  5.85058835e+00 
 7.32280000e-07  1.55683801e+00  4.29174756e-01  5.85277219e+00 
 7.33280000e-07  1.55902065e+00  4.29723967e-01  5.85495520e+00 
 7.34280000e-07  1.56120245e+00  4.30272990e-01  5.85713737e+00 
 7.35280000e-07  1.56338341e+00  4.30821826e-01  5.85931871e+00 
 7.36280000e-07  1.56556352e+00  4.31370473e-01  5.86149920e+00 
 7.37280000e-07  1.56774280e+00  4.31918933e-01  5.86367885e+00 
 7.38280000e-07  1.56992123e+00  4.32467203e-01  5.86585765e+00 
 7.39280000e-07  1.57209881e+00  4.33015284e-01  5.86803561e+00 
 7.40280000e-07  1.57427554e+00  4.33563176e-01  5.87021272e+00 
 7.41280000e-07  1.57645142e+00  4.34110877e-01  5.87238897e+00 
 7.42280000e-07  1.57862644e+00  4.34658389e-01  5.87456437e+00 
 7.43280000e-07  1.58080060e+00  4.35205710e-01  5.87673891e+00 
 7.44280000e-07  1.58297391e+00  4.35752840e-01  5.87891259e+00 
 7.45280000e-07  1.58514635e+00  4.36299779e-01  5.88108540e+00 
 7.46280000e-07  1.58731793e+00  4.36846526e-01  5.88325736e+00 
 7.47280000e-07  1.58948864e+00  4.37393081e-01  5.88542845e+00 
 7.48280000e-07  1.59165848e+00  4.37939443e-01  5.88759866e+00 
 7.49280000e-07  1.59382745e+00  4.38485613e-01  5.88976801e+00 
 7.50280000e-07  1.59599555e+00  4.39031590e-01  5.89193648e+00 
 7.51280000e-07  1.59816277e+00  4.39577373e-01  5.89410408e+00 
 7.52280000e-07  1.60032911e+00  4.40122962e-01  5.89627079e+00 
 7.53280000e-07  1.60249456e+00  4.40668357e-01  5.89843663e+00 
 7.54280000e-07  1.60465914e+00  4.41213558e-01  5.90060158e+00 
 7.55280000e-07  1.60682282e+00  4.41758563e-01  5.90276564e+00 
 7.56280000e-07  1.60898562e+00  4.42303373e-01  5.90492881e+00 
 7.57280000e-07  1.61114753e+00  4.42847987e-01  5.90709110e+00 
 7.58280000e-07  1.61330854e+00  4.43392406e-01  5.90925248e+00 
 7.59280000e-07  1.61546865e+00  4.43936627e-01  5.91141297e+00 
 7.60280000e-07  1.61762786e+00  4.44480652e-01  5.91357257e+00 
 7.61280000e-07  1.61978618e+00  4.45024480e-01  5.91573126e+00 
 7.62280000e-07  1.62194358e+00  4.45568110e-01  5.91788904e+00 
 7.63280000e-07  1.62410008e+00  4.46111541e-01  5.92004592e+00 
 7.64280000e-07  1.62625567e+00  4.46654775e-01  5.92220189e+00 
 7.65280000e-07  1.62841035e+00  4.47197809e-01  5.92435694e+00 
 7.66280000e-07  1.63056411e+00  4.47740645e-01  5.92651108e+00 
 7.67280000e-07  1.63271695e+00  4.48283281e-01  5.92866430e+00 
 7.68280000e-07  1.63486887e+00  4.48825716e-01  5.93081660e+00 
 7.69280000e-07  1.63701987e+00  4.49367952e-01  5.93296798e+00 
 7.70280000e-07  1.63916994e+00  4.49909986e-01  5.93511843e+00 
 7.71280000e-07  1.64131909e+00  4.50451820e-01  5.93726795e+00 
 7.72280000e-07  1.64346730e+00  4.50993452e-01  5.93941654e+00 
 7.73280000e-07  1.64561457e+00  4.51534881e-01  5.94156420e+00 
 7.74280000e-07  1.64776091e+00  4.52076109e-01  5.94371092e+00 
 7.75280000e-07  1.64990631e+00  4.52617134e-01  5.94585669e+00 
 7.76280000e-07  1.65205077e+00  4.53157955e-01  5.94800153e+00 
 7.77280000e-07  1.65419428e+00  4.53698573e-01  5.95014542e+00 
 7.78280000e-07  1.65633684e+00  4.54238986e-01  5.95228836e+00 
 7.79280000e-07  1.65847844e+00  4.54779196e-01  5.95443034e+00 
 7.80280000e-07  1.66061910e+00  4.55319200e-01  5.95657138e+00 
 7.81280000e-07  1.66275879e+00  4.55858999e-01  5.95871145e+00 
 7.82280000e-07  1.66489753e+00  4.56398593e-01  5.96085057e+00 
 7.83280000e-07  1.66703530e+00  4.56937980e-01  5.96298872e+00 
 7.84280000e-07  1.66917211e+00  4.57477161e-01  5.96512591e+00 
 7.85280000e-07  1.67130794e+00  4.58016135e-01  5.96726212e+00 
 7.86280000e-07  1.67344280e+00  4.58554901e-01  5.96939737e+00 
 7.87280000e-07  1.67557669e+00  4.59093460e-01  5.97153163e+00 
 7.88280000e-07  1.67770960e+00  4.59631810e-01  5.97366492e+00 
 7.89280000e-07  1.67984152e+00  4.60169952e-01  5.97579723e+00 
 7.90280000e-07  1.68197247e+00  4.60707885e-01  5.97792855e+00 
 7.91280000e-07  1.68410242e+00  4.61245608e-01  5.98005889e+00 
 7.92280000e-07  1.68623138e+00  4.61783121e-01  5.98218823e+00 
 7.93280000e-07  1.68835935e+00  4.62320423e-01  5.98431658e+00 
 7.94280000e-07  1.69048632e+00  4.62857515e-01  5.98644393e+00 
 7.95280000e-07  1.69261229e+00  4.63394395e-01  5.98857028e+00 
 7.96280000e-07  1.69473725e+00  4.63931064e-01  5.99069563e+00 
 7.97280000e-07  1.69686121e+00  4.64467520e-01  5.99281997e+00 
 7.98280000e-07  1.69898416e+00  4.65003764e-01  5.99494330e+00 
 7.99280000e-07  1.70110609e+00  4.65539794e-01  5.99706561e+00 
 8.00280000e-07  1.70322700e+00  4.66075611e-01  5.99918691e+00 
 8.01280000e-07  1.70534690e+00  4.66611214e-01  6.00130719e+00 
 8.02280000e-07  1.70746577e+00  4.67146602e-01  6.00342644e+00 
 8.03280000e-07  1.70958361e+00  4.67681775e-01  6.00554467e+00 
 8.04280000e-07  1.71170043e+00  4.68216733e-01  6.00766186e+00 
 8.05280000e-07  1.71381620e+00  4.68751475e-01  6.00977802e+00 
 8.06280000e-07  1.71593095e+00  4.69286001e-01  6.01189315e+00 
 8.07280000e-07  1.71804465e+00  4.69820309e-01  6.01400723e+00 
 8.08280000e-07  1.72015730e+00  4.70354401e-01  6.01612027e+00 
 8.09280000e-07  1.72226891e+00  4.70888274e-01  6.01823226e+00 
 8.10280000e-07  1.72437946e+00  4.71421929e-01  6.02034320e+00 
 8.11280000e-07  1.72648896e+00  4.71955366e-01  6.02245308e+00 
 8.12280000e-07  1.72859740e+00  4.72488583e-01  6.02456190e+00 
 8.13280000e-07  1.73070478e+00  4.73021580e-01  6.02666967e+00 
 8.14280000e-07  1.73281109e+00  4.73554357e-01  6.02877636e+00 
 8.15280000e-07  1.73491633e+00  4.74086913e-01  6.03088199e+00 
 8.16280000e-07  1.73702050e+00  4.74619248e-01  6.03298654e+00 
 8.17280000e-07  1.73912359e+00  4.75151361e-01  6.03509001e+00 
 8.18280000e-07  1.74122560e+00  4.75683252e-01  6.03719241e+00 
 8.19280000e-07  1.74332653e+00  4.76214920e-01  6.03929372e+00 
 8.20280000e-07  1.74542636e+00  4.76746365e-01  6.04139394e+00 
 8.21280000e-07  1.74752510e+00  4.77277586e-01  6.04349306e+00 
 8.22280000e-07  1.74962275e+00  4.77808583e-01  6.04559109e+00 
 8.23280000e-07  1.75171930e+00  4.78339355e-01  6.04768802e+00 
 8.24280000e-07  1.75381474e+00  4.78869901e-01  6.04978385e+00 
 8.25280000e-07  1.75590907e+00  4.79400222e-01  6.05187857e+00 
 8.26280000e-07  1.75800229e+00  4.79930316e-01  6.05397217e+00 
 8.27280000e-07  1.76009440e+00  4.80460183e-01  6.05606466e+00 
 8.28280000e-07  1.76218538e+00  4.80989823e-01  6.05815603e+00 
 8.29280000e-07  1.76427524e+00  4.81519235e-01  6.06024628e+00 
 8.30280000e-07  1.76636397e+00  4.82048418e-01  6.06233539e+00 
 8.31280000e-07  1.76845157e+00  4.82577372e-01  6.06442338e+00 
 8.32280000e-07  1.77053803e+00  4.83106096e-01  6.06651022e+00 
 8.33280000e-07  1.77262335e+00  4.83634590e-01  6.06859593e+00 
 8.34280000e-07  1.77470752e+00  4.84162854e-01  6.07068049e+00 
 8.35280000e-07  1.77679055e+00  4.84690886e-01  6.07276390e+00 
 8.36280000e-07  1.77887242e+00  4.85218686e-01  6.07484616e+00 
 8.37280000e-07  1.78095313e+00  4.85746254e-01  6.07692725e+00 
 8.38280000e-07  1.78303268e+00  4.86273588e-01  6.07900719e+00 
 8.39280000e-07  1.78511106e+00  4.86800689e-01  6.08108596e+00 
 8.40280000e-07  1.78718827e+00  4.87327556e-01  6.08316356e+00 
 8.41280000e-07  1.78926431e+00  4.87854188e-01  6.08523998e+00 
 8.42280000e-07  1.79133916e+00  4.88380585e-01  6.08731522e+00 
 8.43280000e-07  1.79341283e+00  4.88906746e-01  6.08938927e+00 
 8.44280000e-07  1.79548531e+00  4.89432671e-01  6.09146214e+00 
 8.45280000e-07  1.79755660e+00  4.89958358e-01  6.09353381e+00 
 8.46280000e-07  1.79962668e+00  4.90483807e-01  6.09560429e+00 
 8.47280000e-07  1.80169557e+00  4.91009019e-01  6.09767356e+00 
 8.48280000e-07  1.80376324e+00  4.91533991e-01  6.09974162e+00 
 8.49280000e-07  1.80582970e+00  4.92058724e-01  6.10180847e+00 
 8.50280000e-07  1.80789495e+00  4.92583217e-01  6.10387410e+00 
 8.51280000e-07  1.80995897e+00  4.93107468e-01  6.10593850e+00 
 8.52280000e-07  1.81202176e+00  4.93631479e-01  6.10800169e+00 
 8.53280000e-07  1.81408332e+00  4.94155247e-01  6.11006363e+00 
 8.54280000e-07  1.81614364e+00  4.94678773e-01  6.11212434e+00 
 8.55280000e-07  1.81820272e+00  4.95202056e-01  6.11418381e+00 
 8.56280000e-07  1.82026056e+00  4.95725094e-01  6.11624203e+00 
 8.57280000e-07  1.82231714e+00  4.96247888e-01  6.11829900e+00 
 8.58280000e-07  1.82437246e+00  4.96770437e-01  6.12035471e+00 
 8.59280000e-07  1.82642652e+00  4.97292740e-01  6.12240916e+00 
 8.60280000e-07  1.82847931e+00  4.97814797e-01  6.12446234e+00 
 8.61280000e-07  1.83053083e+00  4.98336606e-01  6.12651425e+00 
 8.62280000e-07  1.83258107e+00  4.98858167e-01  6.12856488e+00 
 8.63280000e-07  1.83463003e+00  4.99379480e-01  6.13061422e+00 
 8.64280000e-07  1.83667770e+00  4.99900544e-01  6.13266228e+00 
 8.65280000e-07  1.83872407e+00  5.00421357e-01  6.13470904e+00 
 8.66280000e-07  1.84076914e+00  5.00941921e-01  6.13675450e+00 
 8.67280000e-07  1.84281291e+00  5.01462233e-01  6.13879865e+00 
 8.68280000e-07  1.84485536e+00  5.01982292e-01  6.14084150e+00 
 8.69280000e-07  1.84689650e+00  5.02502100e-01  6.14288303e+00 
 8.70280000e-07  1.84893632e+00  5.03021654e-01  6.14492323e+00 
 8.71280000e-07  1.85097481e+00  5.03540953e-01  6.14696211e+00 
 8.72280000e-07  1.85301196e+00  5.04059999e-01  6.14899965e+00 
 8.73280000e-07  1.85504778e+00  5.04578788e-01  6.15103586e+00 
 8.74280000e-07  1.85708225e+00  5.05097321e-01  6.15307071e+00 
 8.75280000e-07  1.85911536e+00  5.05615598e-01  6.15510422e+00 
 8.76280000e-07  1.86114713e+00  5.06133616e-01  6.15713637e+00 
 8.77280000e-07  1.86317752e+00  5.06651376e-01  6.15916716e+00 
 8.78280000e-07  1.86520655e+00  5.07168877e-01  6.16119658e+00 
 8.79280000e-07  1.86723420e+00  5.07686118e-01  6.16322462e+00 
 8.80280000e-07  1.86926048e+00  5.08203098e-01  6.16525128e+00 
 8.81280000e-07  1.87128536e+00  5.08719817e-01  6.16727655e+00 
 8.82280000e-07  1.87330885e+00  5.09236274e-01  6.16930043e+00 
 8.83280000e-07  1.87533094e+00  5.09752467e-01  6.17132291e+00 
 8.84280000e-07  1.87735162e+00  5.10268397e-01  6.17334398e+00 
 8.85280000e-07  1.87937089e+00  5.10784062e-01  6.17536364e+00 
 8.86280000e-07  1.88138874e+00  5.11299462e-01  6.17738189e+00 
 8.87280000e-07  1.88340517e+00  5.11814596e-01  6.17939870e+00 
 8.88280000e-07  1.88542016e+00  5.12329462e-01  6.18141408e+00 
 8.89280000e-07  1.88743372e+00  5.12844061e-01  6.18342803e+00 
 8.90280000e-07  1.88944582e+00  5.13358391e-01  6.18544052e+00 
 8.91280000e-07  1.89145648e+00  5.13872452e-01  6.18745157e+00 
 8.92280000e-07  1.89346568e+00  5.14386242e-01  6.18946116e+00 
 8.93280000e-07  1.89547341e+00  5.14899761e-01  6.19146928e+00 
 8.94280000e-07  1.89747966e+00  5.15413009e-01  6.19347593e+00 
 8.95280000e-07  1.89948444e+00  5.15925983e-01  6.19548109e+00 
 8.96280000e-07  1.90148773e+00  5.16438684e-01  6.19748477e+00 
 8.97280000e-07  1.90348953e+00  5.16951111e-01  6.19948696e+00 
 8.98280000e-07  1.90548982e+00  5.17463262e-01  6.20148765e+00 
 8.99280000e-07  1.90748861e+00  5.17975137e-01  6.20348682e+00 
 9.00280000e-07  1.90948588e+00  5.18486735e-01  6.20548449e+00 
 9.01280000e-07  1.91148163e+00  5.18998054e-01  6.20748062e+00 
 9.02280000e-07  1.91347585e+00  5.19509095e-01  6.20947523e+00 
 9.03280000e-07  1.91546853e+00  5.20019856e-01  6.21146830e+00 
 9.04280000e-07  1.91745966e+00  5.20530336e-01  6.21345983e+00 
 9.05280000e-07  1.91944924e+00  5.21040535e-01  6.21544980e+00 
 9.06280000e-07  1.92143726e+00  5.21550451e-01  6.21743821e+00 
 9.07280000e-07  1.92342372e+00  5.22060083e-01  6.21942506e+00 
 9.08280000e-07  1.92540859e+00  5.22569432e-01  6.22141032e+00 
 9.09280000e-07  1.92739189e+00  5.23078494e-01  6.22339401e+00 
 9.10280000e-07  1.92937359e+00  5.23587271e-01  6.22537610e+00 
 9.11280000e-07  1.93135369e+00  5.24095760e-01  6.22735659e+00 
 9.12280000e-07  1.93333218e+00  5.24603961e-01  6.22933548e+00 
 9.13280000e-07  1.93530906e+00  5.25111873e-01  6.23131274e+00 
 9.14280000e-07  1.93728431e+00  5.25619494e-01  6.23328839e+00 
 9.15280000e-07  1.93925793e+00  5.26126824e-01  6.23526240e+00 
 9.16280000e-07  1.94122991e+00  5.26633863e-01  6.23723477e+00 
 9.17280000e-07  1.94320024e+00  5.27140607e-01  6.23920549e+00 
 9.18280000e-07  1.94516891e+00  5.27647058e-01  6.24117455e+00 
 9.19280000e-07  1.94713591e+00  5.28153214e-01  6.24314195e+00 
 9.20280000e-07  1.94910124e+00  5.28659073e-01  6.24510767e+00 
 9.21280000e-07  1.95106489e+00  5.29164635e-01  6.24707171e+00 
 9.22280000e-07  1.95302684e+00  5.29669899e-01  6.24903405e+00 
 9.23280000e-07  1.95498710e+00  5.30174863e-01  6.25099470e+00 
 9.24280000e-07  1.95694564e+00  5.30679527e-01  6.25295363e+00 
 9.25280000e-07  1.95890246e+00  5.31183889e-01  6.25491084e+00 
 9.26280000e-07  1.96085755e+00  5.31687949e-01  6.25686633e+00 
 9.27280000e-07  1.96281091e+00  5.32191705e-01  6.25882008e+00 
 9.28280000e-07  1.96476252e+00  5.32695156e-01  6.26077208e+00 
 9.29280000e-07  1.96671237e+00  5.33198302e-01  6.26272232e+00 
 9.30280000e-07  1.96866046e+00  5.33701140e-01  6.26467080e+00 
 9.31280000e-07  1.97060677e+00  5.34203671e-01  6.26661750e+00 
 9.32280000e-07  1.97255129e+00  5.34705892e-01  6.26856242e+00 
 9.33280000e-07  1.97449403e+00  5.35207803e-01  6.27050554e+00 
 9.34280000e-07  1.97643495e+00  5.35709402e-01  6.27244686e+00 
 9.35280000e-07  1.97837407e+00  5.36210689e-01  6.27438636e+00 
 9.36280000e-07  1.98031136e+00  5.36711662e-01  6.27632405e+00 
 9.37280000e-07  1.98224681e+00  5.37212320e-01  6.27825989e+00 
 9.38280000e-07  1.98418042e+00  5.37712662e-01  6.28019389e+00 
 9.39280000e-07  1.98611218e+00  5.38212686e-01  6.28212604e+00 
 9.40280000e-07  1.98804207e+00  5.38712392e-01  6.28405632e+00 
 9.41280000e-07  1.98997008e+00  5.39211778e-01  6.28598473e+00 
 9.42280000e-07  1.99189621e+00  5.39710843e-01  6.28791125e+00 
 9.43280000e-07  1.99382044e+00  5.40209586e-01  6.28983588e+00 
 9.44280000e-07  1.99574277e+00  5.40708006e-01  6.29175859e+00 
 9.45280000e-07  1.99766318e+00  5.41206101e-01  6.29367940e+00 
 9.46280000e-07  1.99958166e+00  5.41703870e-01  6.29559827e+00 
 9.47280000e-07  2.00149820e+00  5.42201311e-01  6.29751520e+00 
 9.48280000e-07  2.00341279e+00  5.42698425e-01  6.29943018e+00 
 9.49280000e-07  2.00532542e+00  5.43195208e-01  6.30134320e+00 
 9.50280000e-07  2.00723608e+00  5.43691661e-01  6.30325425e+00 
 9.51280000e-07  2.00914475e+00  5.44187781e-01  6.30516331e+00 
 9.52280000e-07  2.01105143e+00  5.44683567e-01  6.30707038e+00 
 9.53280000e-07  2.01295609e+00  5.45179019e-01  6.30897544e+00 
 9.54280000e-07  2.01485875e+00  5.45674134e-01  6.31087849e+00 
 9.55280000e-07  2.01675937e+00  5.46168911e-01  6.31277950e+00 
 9.56280000e-07  2.01865794e+00  5.46663350e-01  6.31467847e+00 
 9.57280000e-07  2.02055447e+00  5.47157448e-01  6.31657538e+00 
 9.58280000e-07  2.02244893e+00  5.47651205e-01  6.31847023e+00 
 9.59280000e-07  2.02434131e+00  5.48144618e-01  6.32036301e+00 
 9.60280000e-07  2.02623160e+00  5.48637687e-01  6.32225369e+00 
 9.61280000e-07  2.02811978e+00  5.49130410e-01  6.32414227e+00 
 9.62280000e-07  2.03000586e+00  5.49622786e-01  6.32602873e+00 
 9.63280000e-07  2.03188980e+00  5.50114813e-01  6.32791306e+00 
 9.64280000e-07  2.03377160e+00  5.50606489e-01  6.32979526e+00 
 9.65280000e-07  2.03565125e+00  5.51097815e-01  6.33167530e+00 
 9.66280000e-07  2.03752874e+00  5.51588787e-01  6.33355318e+00 
 9.67280000e-07  2.03940405e+00  5.52079405e-01  6.33542888e+00 
 9.68280000e-07  2.04127716e+00  5.52569666e-01  6.33730238e+00 
 9.69280000e-07  2.04314807e+00  5.53059571e-01  6.33917368e+00 
 9.70280000e-07  2.04501676e+00  5.53549116e-01  6.34104277e+00 
 9.71280000e-07  2.04688322e+00  5.54038301e-01  6.34290962e+00 
 9.72280000e-07  2.04874744e+00  5.54527124e-01  6.34477422e+00 
 9.73280000e-07  2.05060939e+00  5.55015583e-01  6.34663657e+00 
 9.74280000e-07  2.05246908e+00  5.55503678e-01  6.34849665e+00 
 9.75280000e-07  2.05432648e+00  5.55991406e-01  6.35035444e+00 
 9.76280000e-07  2.05618157e+00  5.56478765e-01  6.35220992e+00 
 9.77280000e-07  2.05803436e+00  5.56965755e-01  6.35406310e+00 
 9.78280000e-07  2.05988481e+00  5.57452374e-01  6.35591395e+00 
 9.79280000e-07  2.06173293e+00  5.57938621e-01  6.35776245e+00 
 9.80280000e-07  2.06357868e+00  5.58424492e-01  6.35960860e+00 
 9.81280000e-07  2.06542207e+00  5.58909988e-01  6.36145237e+00 
 9.82280000e-07  2.06726307e+00  5.59395106e-01  6.36329376e+00 
 9.83280000e-07  2.06910166e+00  5.59879845e-01  6.36513275e+00 
 9.84280000e-07  2.07093785e+00  5.60364203e-01  6.36696932e+00 
 9.85280000e-07  2.07277160e+00  5.60848178e-01  6.36880347e+00 
 9.86280000e-07  2.07460291e+00  5.61331770e-01  6.37063517e+00 
 9.87280000e-07  2.07643175e+00  5.61814975e-01  6.37246440e+00 
 9.88280000e-07  2.07825812e+00  5.62297793e-01  6.37429116e+00 
 9.89280000e-07  2.08008200e+00  5.62780222e-01  6.37611543e+00 
 9.90280000e-07  2.08190338e+00  5.63262260e-01  6.37793720e+00 
 9.91280000e-07  2.08372223e+00  5.63743906e-01  6.37975644e+00 
 9.92280000e-07  2.08553854e+00  5.64225157e-01  6.38157314e+00 
 9.93280000e-07  2.08735230e+00  5.64706012e-01  6.38338729e+00 
 9.94280000e-07  2.08916348e+00  5.65186469e-01  6.38519886e+00 
 9.95280000e-07  2.09097209e+00  5.65666527e-01  6.38700786e+00 
 9.96280000e-07  2.09277809e+00  5.66146184e-01  6.38881424e+00 
 9.97280000e-07  2.09458147e+00  5.66625438e-01  6.39061802e+00 
 9.98280000e-07  2.09638221e+00  5.67104287e-01  6.39241915e+00 
 9.99280000e-07  2.09818031e+00  5.67582730e-01  6.39421764e+00 
 1.00000000e-06  2.09947328e+00  5.67926956e-01  6.39551089e+00 
